rec_id,rec2_id,culture,sex,age,date_of_birth,title,given_name,surname,state,suburb,postcode,street_number,address_1,address_2,phone_number,family_role,blocking_number_str,soc_sec_id_str
rec-80801-dup-0,rec-75174-org,wel,f,28,19950414,"",jaxin,bevan,nsw,cabramatta west,2330,92,loureiroqtreet,shepherds hill,2 38566721,NoRole,0.0,7098693.0
rec-6624-dup-0,rec-15669-org,ita,f,26,19970311,"",daniel,bonaiuncta,vic,johnsonville,3082,5,ngunawzl drive,willaroo,618 20940048,NoRole,1.0,3483338.0
rec-42709-dup-2,rec-69916-org,usa,f,"",19100201,"",sean,baker,qp,pindi pindi,7315,474,methven place,"",613 37813507,NoRole,8.0,7294421.0
rec-20165-dup-1,rec-66868-org,wel,m,29,19940226,mr,daniel,gwgan,vic,mornington,4151,3,byrne street,the bight,618 30004140,Org-wife,5.0,7683611.0
rec-6365-dup-0,rec-65937-org,chi,"","",19781124,ms,mary,tsu,nsw,dungowan,2211,3,hindmarsh drive,"",2 94518904,NoRole,2.0,6037089.0
rec-54337-dup-2,rec-56714-org,usa,f,"",19890625,"",rachel,cline,ws,schroeder,3153,"",saltash place,"",618 45486434,NoRole,1.0,4483862.0
rec-8557-dup-2,rec-28632-org,eng,f,11,20121221,"",alisa,morrish,sa,newstead,2100,5,ryan sfetreet,rosetta village,07 78287322,NoRole,5.0,9236713.0
rec-41266-dup-0,rec-41385-org,ira,f,42,19810215,"",matnlda,"",vic,rathscar,3072,13,fullagar crescent,"",08 70272628,NoRole,1.0,4260993.0
rec-90213-dup-0,rec-97190-org,usa,f,36,19870725,pfc,jade,dunlap,vic,eddington,3013,4,bethunlose,"",08 63738495,NoRole,0.0,4801673.0
rec-17397-dup-1,rec-69503-org,unk,f,22,20010422,"",larissa,abbondandola,nsw,warrumbungle,6168,9,picton close,"",2 38593896,NoRole,3.0,8992619.0
rec-3809-dup-3,rec-92387-org,unk,i,29,"",pfc,samantha,scofield,nsw,bellata,4020,58,edkins street,ferndale,2 32819335,NoRole,4.0,1094937.0
rec-82571-dup-1,rec-83832-org,unk,f,34,19891031,ms,connor,schwanke,wa,riverstone,3030,15,fawkner street,"",08 43223600,NoRole,4.0,3512131.0
rec-62604-dup-0,rec-43083-org,ger,f,28,19910617,ms,rachel,rittwf,nsw,glossabia,6061,77,erldunda circuit,"",2 33262538,NoRole,7.0,4412358.0
rec-78863-dup-1,rec-69423-org,eng,f,12,20110624,ms,daniel,clifford,nsw,mount victoria,4511,1,apperly close,hamilton central,2 21052316,NoRole,1.0,2803656.0
rec-6731-dup-2,rec-71830-org,usa,"",10,20130729,ms,anthny,colquhoun,vic,warracknabeal,6011,39,dallachy place,"",08 21640278,NoRole,3.0,2952802.0
rec-33223-dup-1,rec-1063-org,unk,"",31,19930730,"",eliza,aakre,sa,maitland,3190,85,copland drive,"",07 40383528,NoRole,3.0,3391525.0
rec-57566-dup-0,rec-60651-org,unk,u,32,19910904,"",blake,scirri,nsw,north turramurra,3185,34,small olace,swinton,08 58794930,NoRole,5.0,9501234.0
rec-91146-dup-1,rec-51898-org,dan,"",32,19240303,mr,saskia,wiufcf,sa,wynarka,5114,3,riordan street,"",7 28027013,NoRole,8.0,9000451.0
rec-2900-dup-1,rec-36770-org,cze,f,29,19940110,hon,amy,durocsinszky,qld,mount pleasant,7290,32,mclorinan street,peridon vlge,3 93443997,NoRole,9.0,2895188.0
rec-22007-dup-0,rec-69424-org,ind,f,28,19950516,pfc,luke,pandian,nsw,bodangora,5271,22,"","",2 44503444,NoRole,1.0,8025298.0
rec-42354-dup-0,rec-82461-org,tur,f,19,20041213,"",prudecne,dursun,vic,wedderburn,6062,126,matzek place,old post office,8 94193882,NoRole,3.0,6188664.0
rec-96228-dup-0,rec-52985-org,eng,c,"",19191018,"",nicola,verity,ws,angelo river,4064,583,barrington crescent,"",07 20954348,NoRole,4.0,8966761.0
rec-8557-dup-3,rec-28632-org,eng,"",11,20121221,"",alisa,morrish,sa,newstead,2100,5,ryan sdvieet,rosetta village,07 78287322,NoRole,5.0,9236713.0
rec-80198-dup-1,rec-90733-org,unk,m,31,19920206,ms,leo,sclafani,sa,koolunga,2871,31,clarey crescent,"","",NoRole,0.0,8977073.0
rec-31823-dup-0,rec-60276-org,eng,f,8,20150620,"",danwiel,hogarth,nsw,terrigal,4736,295,fossey street,"",04 34697724,NoRole,7.0,9425149.0
rec-54248-dup-4,rec-5407-org,"","",28,19950629,ms,clarke,edward,nsw,regentville,2195,3,brinsmead street,"",2 13138050,NoRole,1.0,5591282.0
rec-95313-dup-1,rec-75354-org,eng,f,38,19850705,"",matehw,jepson,vic,belvedere park,4152,15,hart close,oakey isle wullis lke off,618 92102045,NoRole,5.0,8785997.0
rec-85000-dup-1,rec-23761-org,swe,f,23,20000726,"",arabella,dahlgren,vic,bena,4830,227,namadgi circuit,"",618 14817174,NoRole,9.0,1279595.0
rec-19051-dup-2,rec-27149-org,ina,f,"",19130427,"",samuel,mazurek,vic,melton outh,2062,54,langeiplace,"","",NoRole,1.0,4373149.0
rec-76289-dup-0,rec-31202-org,ara,f,32,19980207,"",joshua,khayrah,"",freeburgh,3919,26,rule street,"",03 43668029,NoRole,5.0,8398103.0
rec-16468-dup-1,rec-45804-org,unk,f,"",19810319,"",spyke,scirri,"",whyalla,3127,"",lendon place,blue mist,07 53392497,NoRole,1.0,2823338.0
rec-28557-dup-0,rec-27487-org,unk,f,30,19931225,mr,aliq,"","",eppalock,4053,150,cunningham street,"",8 60814838,NoRole,2.0,5569341.0
rec-4570-dup-0,rec-88782-org,spa,f,27,19941031,"",emiily,"",vic,nunawading,2833,84,juwin street,"",08 56491643,NoRole,9.0,6221549.0
rec-71814-dup-0,rec-80401-org,eng,"",12,20110212,"",baikey,rigby,tas,cradle mountain,4034,8,"","",08 36367567,NoRole,3.0,1069756.0
rec-778-dup-0,rec-87036-org,usa,f,33,19900130,mr,nicholas,clempns,vci,rhyll,2630,0,disney court,"",08 66204781,NoRole,2.0,4113231.0
rec-83751-dup-1,rec-34487-org,"","",28,19905360,mr,courtney,bishop,nsw,bedfordale,6450,1,leahy close,"",07 33724777,NoRole,4.0,8905778.0
rec-17962-dup-2,rec-78683-org,eng,"",8,20151015,mr,wootton,daniel,vic,hume weir,6308,58,maclagan street,zeevoo,08 20929320,NoRole,6.0,4737665.0
rec-31146-dup-0,rec-35089-org,unk,"",26,19971119,mr,nicholas,aaberg,nsw,north albury,4114,6,waddell place,"",02 86244622,NoRole,6.0,7764159.0
rec-87084-dup-1,rec-1163-org,eng,f,"",19951201,"",ambr,rennoll,nsw,kyalite,3977,4,tregear close,kangaroo grnd,03 30823221,NoRole,8.0,5428300.0
rec-44274-dup-1,rec-74616-org,dut,f,25,"","",thomas,arens,qld,"",2090,4367,southern cross drive,"",613 39158527,NoRole,4.0,7071011.0
rec-3395-dup-0,rec-59707-org,unk,f,35,"",pfc,bree,scoby,"",swan hill,2256,7,hedger street,"",03 40679973,NoRole,9.0,2987602.0
rec-62712-dup-0,rec-72718-org,jew,f,11,20120831,"",ossie,susser,vic,berrimal,2320,31,newman crescent,guyangal,08 75251317,NoRole,2.0,3387965.0
rec-68650-dup-0,rec-28137-org,eng,f,20,20030816,mr,harley,davisno,nsw,goolma,3305,4,moore street,"",02 16252318,NoRole,6.0,1394450.0
rec-63483-dup-0,rec-80170-org,ind,m,26,"",pfc,kyle,khot,qld,weengallon,2451,2,barangaroo street,"",03 47896408,NoRole,9.0,9866114.0
rec-15221-dup-1,rec-46175-org,unk,f,7,20160525,"",tmmy,aarnofdse,sa,olary,2914,15,carslake loop,"",617 99557343,NoRole,3.0,4916421.0
rec-26512-dup-1,rec-60761-org,ser,f,28,19950224,"",kiera,ramic,nsw,torrington,8219,20,leane street,"",612 49906711,NoRole,3.0,6105504.0
rec-22727-dup-1,rec-4080-org,"",f,24,19990127,"",adaf,crosswell,vic,newbury,6014,2,bingham circuit,"",618 24472581,NoRole,7.0,6642664.0
rec-79967-dup-2,rec-93023-org,ina,n,35,19880213,"",matthew,pudjojonno,vic,the patch,2035,2,macedon crescent,"",618 62395622,NoRole,3.0,6264444.0
rec-25214-dup-0,rec-61865-org,ina,f,34,19890402,"",am,iskandar,nsw,panania,2233,10,chewingsstreet,"",2 81851325,NoRole,7.0,8029213.0
rec-91096-dup-0,rec-68715-org,tha,f,31,19921013,ms,zachary,phya,sa,ferryden park,2282,11,pethebridghystreet,rsde 668,03 23232286,NoRole,5.0,9950797.0
rec-81671-dup-0,rec-39211-org,usa,"",29,19940503,"",isabella,estrada,qldj,lake jwsper,2830,"","",st vincent hosp,618 91711932,NoRole,2.0,8871685.0
rec-26331-dup-2,rec-88753-org,unk,"","",19120423,"",madidsn,sckel,wa,shackleton,2100,56,maddock place,"",618 26052150,NoRole,3.0,4629086.0
rec-86414-dup-0,rec-98999-org,eng,f,39,19841105,"",katoehn,winfield,nswe,rosehill,3142,45,florence taylor street,"",2 75706067,NoRole,4.0,5622762.0
rec-96319-dup-0,rec-18822-org,unk,f,33,20040722,"",joel,schwanke,nsw,bugaldie,3173,21,hardy place,"","",NoRole,2.0,7520055.0
rec-16234-dup-1,rec-2983-org,eng,m,33,19900118,"",cameron,kimbzll,sa,clarence park,2010,34,couniha ncourt,tweed heritage car,617 73267528,NoRole,8.0,9754947.0
rec-90213-dup-1,rec-97190-org,usa,f,36,19870725,pfc,jad,dunlap,nsw,eddington,3030,4,bethune close,"",08 63738495,NoRole,0.0,4801673.0
rec-37978-dup-0,rec-20041-org,fin,f,38,19850510,ms,mitchrll,mallat,qld,granasimlla,4213,34,"","",03 51178231,NoRole,6.0,1798881.0
rec-54674-dup-1,rec-84714-org,usa,"",33,19040909,hon,holly,kennedy,nsw,iluka,2582,41,corbin place,elura homestead,2 19293217,NoRole,7.0,9391575.0
rec-10211-dup-3,rec-84727-org,cze,f,31,19921203,"",zachary,katrinak,sa,keith,3111,22,kinalunhfplace,glenmore,617 41823925,NoRole,9.0,4527535.0
rec-23254-dup-0,rec-46583-org,ser,"","",19620527,mr,emma,orsanic,qld,avoca vale,5068,51,currp lace,"",08 98508345,NoRole,8.0,8539184.0
rec-69486-dup-0,rec-21996-org,por,m,28,19950117,dr,riley,simoes,nns,nulkaba,6056,588,buggy crescent,"",02 17779665,NoRole,8.0,4627570.0
rec-6753-dup-0,rec-21606-org,fre,m,20,19810620,"",nooh,durot,act,greejnwyy,4670,462,sloane place,"",02 53057584,NoRole,9.0,2182573.0
rec-82233-dup-2,rec-72760-org,ger,f,31,19920826,ms,william,lamiper,vic,mount helen,2069,153,mcmillan crescent,"",02 13209605,NoRole,9.0,5364871.0
rec-65153-dup-1,rec-22472-org,por,f,31,19920416,mr,riey,"",ql,greenwood,6028,9,yambina crescent,logancrail,613 68466156,NoRole,3.0,7927200.0
rec-70254-dup-0,rec-80923-org,tur,f,28,19950530,hon,mitchell,halici,vic,greendale,3175,12,dixsonoircuit,glen rock,618 40001845,NoRole,6.0,7404208.0
rec-84761-dup-2,rec-15358-org,pak,f,32,19910055,"",lucy,khansama,qld,millmerran downs,6153,81,barangarco street,"",03 09655888,NoRole,1.0,4823518.0
rec-52206-dup-0,rec-30896-org,sri,"",23,20000102,dr,"",madhugala?,nsw,seelands,2110,104,demaine crescent,the willows,2 45706390,NoRole,7.0,3968090.0
rec-96595-dup-0,rec-11200-org,eng,f,22,20010430,"",levi,evgmtpn,nsw,burringbar,3139,5,bottrillstreet,strauss,03 31709235,NoRole,3.0,4626932.0
rec-51418-dup-2,rec-76272-org,usa,f,35,19880527,ms,sienna,velrz,qldx,algester,4562,9,beaumont close,"",613 83965038,NoRole,4.0,5720398.0
rec-64374-dup-1,rec-67570-org,eng,m,"",20130204,"",kanr,ryer,vuic,w tree,2892,35,edmond close,"",8 60510461,NoRole,2.0,1522593.0
rec-36865-dup-0,rec-62601-org,usa,"",19,20040821,"",jake,randolph,"",california gully,7010,37,hindmarsh drive,"",08 47764633,NoRole,3.0,2750410.0
rec-45188-dup-1,rec-39660-org,eng,f,"",19291201,"",lawsl,herbertson,wa,mardella,"",16,brigalow street,"",08 32007341,NoRole,6.0,6514583.0
rec-23858-dup-0,rec-41381-org,ind,"","",19141024,"",ysobw,sreenivas,sa,linwood,3095,7,lampard xircuit,emerald garden,617 09495633,NoRole,9.0,6297970.0
rec-60239-dup-2,rec-22288-org,usa,f,34,19891227,"",peter,coffey,tas,alfords point,3677,31,"","",7 67360819,NoRole,9.0,4748029.0
rec-48012-dup-1,rec-44751-org,ind,m,28,19950312,"",lachan,nath,vic,robina town centre,2099,4,macgregor street,"",03 38968223,NoRole,4.0,3493920.0
rec-12954-dup-2,rec-36082-org,usa,"",34,19891116,"",thoa,clay,nsw,warndrsbay,2210,83,yuranigh court,mornington,612 71078624,NoRole,1.0,2482776.0
rec-26655-dup-2,rec-97241-org,unk,g,24,19991015,mr,sam,masnqicji,qld,the percy group,2449,129,maddison vlose,berri cottage hmes,03 20127473,NoRole,0.0,7559288.0
rec-59035-dup-2,rec-73506-org,usa,d,29,19941211,"",jessie,callahan,"",benaola,3437,8,macgillivray street,"",02 37901531,NoRole,6.0,2311820.0
rec-90215-dup-0,rec-94069-org,chi,"","",19841118,mr,crystl,tro,nt,gwandalan,2075,63,"","",02 61547258,NoRole,4.0,7537564.0
rec-4786-dup-0,rec-57914-org,chi,h,"",19921115,"",alexandra,tau,"",strahan,7253,63,"","",02 58460125,NoRole,1.0,7992736.0
rec-59147-dup-0,rec-97341-org,jap,"",38,19850201,pfc,"",kentaro,qld,kardejla,4462,18,fox place,brentwood vlge,613 24089380,NoRole,5.0,2695330.0
rec-92779-dup-0,rec-62032-org,dan,"",23,20001112,ms,charlotte,fengzee,"",goroam,3028,37,fairweather circuit,berkeleybvillage,08 80924174,NoRole,7.0,3606015.0
rec-95624-dup-2,rec-14612-org,unk,m,36,19873024,dr,alexander,sfim,nsw,cardiff heights,5014,514,jacka crescent,"",612 37681592,NoRole,7.0,3805890.0
rec-86826-dup-2,rec-34807-org,"",f,"",19910809,pfc,emiiyl,burligdh,nsw,raglan,7015,2,carbeen street,"",612 82526967,NoRole,5.0,4570995.0
rec-48654-dup-2,rec-91724-org,afr,f,27,19961102,mr,campbell,camara,nsw,eastern creek,2040,24,eaves street,"",02 89267213,NoRole,7.0,3872869.0
rec-1549-dup-0,rec-77662-org,rom,f,24,"",ms,brooke,balcescu,"",eleebbaa,2470,40,"",burlington home,7 88332537,NoRole,2.0,5217289.0
rec-15022-dup-0,rec-78312-org,afg,m,"",19650127,"",j,banuchi,qld,mount luke,4825,43,pavonia street,"",613 25781242,NoRole,1.0,9995499.0
rec-66220-dup-0,rec-93685-org,usa,f,19,20040730,"",michael,kline,qld,mac rkegor,5267,2,mackennal street,bungarra,3 62119341,NoRole,3.0,7560133.0
rec-12885-dup-0,rec-8954-org,ser,v,"",19920825,ms,william,seles,"",largs north,7250,1,twamley crescent,finniss park,08 54763597,NoRole,8.0,9558179.0
rec-6731-dup-0,rec-71830-org,usa,"",10,20137129,ms,anthony,hunt,fic,warracknabeal,6010,39,dallachy place,"",03 57810175,NoRole,3.0,2952802.0
rec-63578-dup-2,rec-32622-org,eng,f,22,19930813,"",dean,samuelson,qld,kincora,3500,5,hingstobcose,"",3 83417483,NoRole,8.0,4547641.0
rec-8557-dup-1,rec-28632-org,eng,f,11,20121221,"",alksa,mprkzh,sa,newstead,2100,5,ryan street,rosetta village,07 78287322,NoRole,5.0,9236713.0
rec-90283-dup-1,rec-32720-org,eng,f,"",19920503,"",caitlin,spvars,qld,leichhardt,5048,61,giles street,alblas hostel,613 75592512,NoRole,6.0,3343962.0
rec-23556-dup-1,rec-81126-org,unk,"","",19380422,"",ameaa,aa kre,qld,wellcamp,2167,20,carnall close,brokenspoke,3 80283153,NoRole,0.0,1808285.0
rec-49662-dup-0,rec-73611-org,"",f,25,19980804,ms,jnni,arbuckle,"",blacktwon,2650,850,chisholm street,somerton park,08 72702183,NoRole,6.0,5217958.0
rec-1582-dup-1,rec-64868-org,usa,f,40,19830704,pfc,jayden,mccarty,nq,freestone,6064,1,ovens street,"",02 94966978,NoRole,2.0,6186648.0
rec-56360-dup-0,rec-42332-org,usa,f,26,19971118,"",ronan,gentry,wa,needilup,3690,14,batchelor street,"",08 18480756,NoRole,4.0,4641945.0
rec-85840-dup-0,rec-99942-org,unk,"",34,19890412,"",joshwua,aani,vic,cape woolamai,2533,9,"","",08 02885262,NoRole,8.0,2559313.0
rec-97531-dup-1,rec-28998-org,ser,f,29,19940627,"",angelina,teresak,nsw,meringo,4218,24,keys crescent,"",612 99273896,NoRole,0.0,2357994.0
rec-18347-dup-0,rec-19819-org,vie,f,"",19980510,"",lachlan,nien,"",hawthorn,6027,129,oakes sgpeet,"",04 12730433,NoRole,0.0,8028405.0
rec-78556-dup-0,rec-136-org,cze,"",32,19910315,ms,cooper,"",ns,tennyson point,2602,16,"","",07 97531310,NoRole,9.0,8892264.0
rec-3625-dup-1,rec-77274-org,ind,"","",19020220,mr,isabella,patachli,vic,collins street west,2450,178,slessor crescent,"",08 17837188,NoRole,2.0,4592974.0
rec-50031-dup-1,rec-4716-org,eng,f,41,19821109,mr,joe,melville,nsw,nords wharf,2256,15,campbell xtreet,"",2 53984553,NoRole,8.0,4706283.0
rec-36803-dup-0,rec-82854-org,eng,"",22,20011123,hon,joel,pascoe,wfw,merivale,3129,69,cargelligo street,"",618 68215136,NoRole,5.0,5742071.0
rec-94270-dup-1,rec-56374-org,eng,f,23,20001117,"",claire,edison,nsw,wee waa,4653,26,federakzhoghway,hosea mizpah,612 26912098,NoRole,4.0,9798542.0
rec-88634-dup-0,rec-83235-org,eng,f,27,19960105,"","",normanson,"",gwynneville,3038,5,glenorchycztreet,"",08 79207295,NoRole,3.0,6127291.0
rec-98620-dup-2,rec-14522-org,usa,f,"","","",henry,barron,nsw,brunswick heads,3156,22,james street,morpcco,"",NoRole,0.0,1059237.0
rec-5867-dup-1,rec-82534-org,usa,f,35,19880801,"",emiily,navarro,nsw,ettalong beach,4021,79,mathieson crescent,kingston tower,2 27369268,NoRole,0.0,8988975.0
rec-4000-dup-0,rec-15805-org,eng,f,37,19860119,"","",raynq,vic,koornalla,3150,1,eggleston crescent,"",618 23207470,NoRole,2.0,1029505.0
rec-22210-dup-1,rec-38828-org,ara,f,32,19911126,"",sebastian,ghizlan,sa,kensington park,2021,19,launcestoh street,"",7 96323419,NoRole,3.0,7156967.0
rec-66185-dup-0,rec-13697-org,nor,"",32,19910505,"",megan,"",nsw,roslyn,3180,387,gardinegcatreet,"",02 75435110,NoRole,8.0,1635297.0
rec-89921-dup-0,rec-59656-org,tha,f,20,20030408,pfc,katelyn,nitpattanasai,vid,merricks beach,3190,285,dickinson street,"",618 12190827,NoRole,0.0,3402028.0
rec-96100-dup-0,rec-97720-org,eng,m,34,19890115,"",christian,rennold,vic,beadctr,2150,42,wynn street,"",618 27356444,NoRole,1.0,8066572.0
rec-59450-dup-1,rec-65989-org,ita,m,28,19950329,ms,koula,bruno,nsw,yallah,3609,39,wyselas kidkvircuit,"",2 34337082,NoRole,9.0,4561980.0
rec-56111-dup-0,rec-31578-org,unk,f,23,19140626,"",jack,aakre,wa,boranup,3076,2,"","",8 92822756,NoRole,3.0,8931419.0
rec-81801-dup-0,rec-13060-org,jap,m,35,19880409,mr,victoria,yamamura,"",artarmon,2591,2,victor place,"",03 54719513,NoRole,0.0,9970549.0
rec-19641-dup-1,rec-97569-org,cze,g,39,19840508,mr,adam,prachal,nsw,carss park,4677,8770,sollya poace,"",612 54927824,NoRole,4.0,2183858.0
rec-68089-dup-0,rec-69976-org,usa,"","","","",michelle,hatfield,vix,mill park,2281,47,"","",8 63319153,NoRole,9.0,4633258.0
rec-82497-dup-0,rec-74340-org,usa,f,"",19240609,dr,ballard,dylan,vic,willung south,2228,1160,ashby circuit,"",08 49241864,NoRole,2.0,9906895.0
rec-40268-dup-0,rec-20507-org,eng,f,34,19891217,"",emiily,ingham,vic,caulfield north,3018,64,henry melvk lr crescent,"",8 35935375,NoRole,7.0,7157004.0
rec-86169-dup-0,rec-81889-org,gre,"",25,19980317,"",amy,kazakos,vic,fawkner,4129,24,marconi crescent,"","",NoRole,4.0,9867507.0
rec-11826-dup-2,rec-99769-org,chi,m,25,19980213,"",darcqs,"","",araluen,4069,14,mataranka street,"",03 00186921,NoRole,8.0,1919279.0
rec-65925-dup-1,rec-15013-org,ger,f,13,20100813,"",cam eprn,"",sa,bellevue heights,2060,25,pridham street,st lawrence park,617 18351508,NoRole,8.0,9823019.0
rec-28978-dup-0,rec-74716-org,eng,"",29,19062718,"",hayleu,dennell,vix,ardmona,2214,17,rosella street,"",08 31436298,NoRole,7.0,1683411.0
rec-9209-dup-0,rec-4090-org,cze,f,27,19060909,ms,finley,salamon,vic,wareek,2926,60,"",hangmans lane,618 06629094,NoRole,8.0,4291160.0
rec-16824-dup-1,rec-57670-org,usa,f,"","","",alexander,estd,nsw,saint mount thomas,4053,9,kangaroofcourt,"",2 60840061,NoRole,9.0,8675430.0
rec-14500-dup-0,rec-42317-org,pak,f,"",19260214,"",jasmine,banya,qld,stafford,3646,20,foveaux street,"",07 70142895,NoRole,1.0,5441120.0
rec-36782-dup-0,rec-39814-org,usa,m,10,20130130,"",rach el,ljeacg,nsw,black mountain,2830,63,longstaff street,"",612 66195084,NoRole,3.0,6992300.0
rec-98282-dup-0,rec-43396-org,unk,f,37,19860716,"",brooke,scotsone,"",forestpniill,4350,14,southern close,"",07 66949310,NoRole,1.0,4623554.0
rec-42049-dup-0,rec-76694-org,"","",33,19900903,ms,kane,leung,vod,burnside,2173,117,ponsford place,"",8 39233230,NoRole,6.0,9976074.0
rec-54145-dup-2,rec-97621-org,eng,"",29,19940728,"",alexandra,rutherford,qld,leyuron,0810,1,osburn drive,"",03 13342931,NoRole,7.0,9270558.0
rec-14414-dup-2,rec-73320-org,hun,f,32,19910304,"",joel,pongrsatz,nsw,glenorie,2348,67,kilby crescent,"",612 68175897,NoRole,4.0,5768771.0
rec-25839-dup-1,rec-84232-org,chi,f,33,"",ms,brandon,"",vic,doreen,5092,102,dolan foose,"","",NoRole,3.0,8316795.0
rec-37420-dup-1,rec-85075-org,usa,f,"",19510214,"",rebecca,frye,vic,heidelberg heights,6149,49,niblo place,"",8 33157537,NoRole,4.0,1107391.0
rec-73472-dup-0,rec-65579-org,ind,f,34,19890505,mr,trey,chandran,"",dooenm,2904,16,byrne street,"",08 05989869,NoRole,2.0,3283375.0
rec-16824-dup-0,rec-57670-org,usa,f,"","","",alexsnder,ested,nsw,mount saim thomas,4054,9,kangaroo court,"",2 60840061,NoRole,9.0,8675430.0
rec-34717-dup-1,rec-5689-org,ind,m,31,19920517,hon,jack,koritala,nsw,urisino,7255,19,cragoipkace,c f village,612 92837346,Org-husband,6.0,1102312.0
rec-64305-dup-2,rec-65003-org,rom,f,29,19941015,mr,elo,gusa,nsw,north star,3921,4,chewings street,"",612 69061275,NoRole,1.0,5885953.0
rec-57227-dup-2,rec-6268-org,unk,k,34,19960428,"",caitlin,aakre,act,jervissbay,6302,57,blamey crescent,"",2 20915564,NoRole,2.0,7541131.0
rec-22007-dup-1,rec-69424-org,ind,f,28,"",pfc,luke,pandian,nsw,bodangora,5271,23,maribyrnong avenue,ocean star villas,2 44503444,NoRole,1.0,8025298.0
rec-97196-dup-3,rec-15881-org,usa,f,36,19870129,ms,jab,horton,sa,forestville,0417,2,rowntree crescent,"",7 90789050,NoRole,0.0,3416457.0
rec-778-dup-2,rec-87036-org,usa,f,21,19900130,mr,nichols,clemons,vic,rhyll,2630,1,disney court,pine hill,08 66205781,NoRole,2.0,4113231.0
rec-24992-dup-0,rec-57363-org,unk,m,29,19940122,mr,julia,straw,qld,taylors beach,4301,436,fremantle drive,gamboalley,03 17883154,NoRole,2.0,3606564.0
rec-27658-dup-2,rec-2427-org,usa,f,32,19910207,ms,paris,gross,nsw,blackett,3071,45,mceachern crescent,"",612 42394203,NoRole,0.0,4012187.0
rec-65850-dup-0,rec-32867-org,eng,"",41,19821017,ms,maddison,southers,vic,spearwood,3134,2,blamey crescent,"",08 71355221,NoRole,7.0,4903309.0
rec-84537-dup-0,rec-76061-org,usa,m,25,19909997,ms,harry,daugherty,act,kaleen,2538,24,port jacksog circuit,"",02 94326169,NoRole,4.0,6090422.0
rec-52003-dup-1,rec-49921-org,eng,f,28,19950613,mr,caitin,taggart,"",manunda,3175,27,wakelinpcricuit,"",03 79330660,NoRole,6.0,4831623.0
rec-60108-dup-0,rec-26053-org,afg,"","","","",kyle,niazi,ns,inglbeurn,2006,98,fowles street,"",612 10865822,NoRole,9.0,6004144.0
rec-69685-dup-0,rec-40201-org,eng,f,27,"",ms,joshua,mayes,vic,sandy point,5095,10,hinkleq sbrreet,henry kendall bayside,07 44132600,NoRole,7.0,6884372.0
rec-94853-dup-1,rec-82704-org,unk,f,26,19970216,"",isabella,sciacca,qld,2444,riverton,15,barber crescent,"",613 67357935,NoRole,6.0,4299710.0
rec-32137-dup-4,rec-52308-org,chi,f,23,20001020,"",emikky,on,qld,bunya mountains,2218,77,bolger place,meadow view,613 43883249,NoRole,5.0,8227784.0
rec-24430-dup-1,rec-7427-org,iri,f,27,19960310,"",alice,byrnes,nsw,aval,4170,20,faunce crescent,"",612 86277946,NoRole,1.0,3546468.0
rec-75539-dup-1,rec-15534-org_f-1,eng,f,45,19780524,mrs,jimmi,pierson,nsw,orangeville,3057,1,marshallstreet,ironbarkridge,248722666,mother-y-True,5.0,3593261.0
rec-97196-dup-1,rec-15881-org,usa,f,36,19870129,ms,benjamin,horton,sa,forestville,4017,2,rowntree crescent,"",7 90789050,NoRole,0.0,8321375.0
rec-46263-dup-0,rec-58276-org,ind,f,"",19990526,"",sebastian,pratima,qld,currambine,1630,115,bugden avenue,"",613 21991913,NoRole,3.0,1609999.0
rec-31736-dup-1,rec-13838-org,chi,f,21,20020117,"",samantha,xia,qld,no 5 branch,3002,11,nardoo crescent,"",3 73002291,NoRole,5.0,7638251.0
rec-15765-dup-2,rec-47840-org,usa,f,"",19830408,"",john-paul,atkinson,vic,sunbury,3500,104,devonportystreet,"","",NoRole,6.0,7648121.0
rec-82176-dup-1,rec-46324-org,eng,f,"","","",kitchens,sophie,wa,gidgegznnup,4109,4,lexcen avenue,goonahra,618 38901116,NoRole,4.0,7244063.0
rec-43847-dup-0,rec-23438-org,usa,f,32,19030821,"",nicholas,wilkins,nsw,lawson,2830,5,d'hage clurt,"",612 98962467,NoRole,7.0,3430055.0
rec-83254-dup-1,rec-38118-org,eng,m,27,19969941,"",alanna,michaels,sa,parksidke,3759,30,steele street,"",7 10477500,NoRole,9.0,4987310.0
rec-58580-dup-1,rec-80701-org,ara,f,27,19961121,"",carla,nasiha,nsw,killara,4702,1,fraser court,ardrossan,02 40925352,NoRole,1.0,7488395.0
rec-63469-dup-0,rec-16494-org,usa,m,30,19930927,"",daniel,church,vic,avondale heights,4350,1,bathurst place,"",618 91905206,NoRole,9.0,1731840.0
rec-62573-dup-1,rec-65791-org,usa,f,21,20020406,"",cassiy,perkins,"",woolmhlaha,2536,50,chalker circuit,belgravd arcade,02 26545150,NoRole,8.0,5875712.0
rec-39111-dup-1,rec-93567-org,nor,m,9,20140922,"",elizabeth,amundsen,qld,gunalda,2560,16,brigalowrstreet,"",613 26386960,NoRole,9.0,1394056.0
rec-89982-dup-2,rec-187-org,rus,"","",19990227,pfc,abbey,desny,sa,coffin bay,3031,95,shepherd street,"",03 14618382,NoRole,2.0,1659624.0
rec-19713-dup-0,rec-32204-org,chi,f,22,19940102,"",ethan,th ian,sa,golden grove,2540,9,kelleway avenue,"",08 36084017,NoRole,4.0,9138111.0
